,report_id,report_name,chapter_id,chapter_description,author_index,author_role,person_last name,person_first name,person_gender,person_country,person_citizenship,person_current affiliation,person_id,person_photo
0,1,AR5 WGI,1,Chapter 1,0,CLA,Cubasch,Ulrich,M,Germany,Germany,Freie Universität Berlin,918,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d67738d1a108.01291713.JPG
1,1,AR5 WGI,1,Chapter 1,1,CLA,Wuebbles,Donald,M,USA,USA,University of Illinois,3164,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7ddcb5a8a30.52498363.JPG
2,1,AR5 WGI,1,Chapter 1,2,LA,Chen,Deliang,M,Sweden,Sweden,University of Gothenburg,3100,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa192566969d2.85389749.JPG
3,1,AR5 WGI,1,Chapter 1,3,LA,Facchini,Maria Cristina,F,Italy,Italy,Institute of Atmospheric Sciences and Climate (ISAC),3079,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b126b12108.04538313.JPG
4,1,AR5 WGI,1,Chapter 1,4,LA,Frame,David,M,New Zealand,New Zealand,Victoria University of Wellington,3088,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa249da248fe1.73192388.PNG
5,1,AR5 WGI,1,Chapter 1,5,LA,Mahowald,Natalie,F,USA,USA,Cornell University,3112,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b1bb303562.25778953.JPG
6,1,AR5 WGI,1,Chapter 1,6,LA,Winther,Jan-gunnar,M,Norway,Norway,Norwegian Polar Institute,3090,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b17a34e996.44702384.JPG
7,1,AR5 WGI,1,Chapter 1,7,RE,Ding,Yihui,M,China,China,China Meteorological Administration,930,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d677ed35bca6.48467782.JPG
8,1,AR5 WGI,1,Chapter 1,8,RE,Mearns,Linda,F,USA,USA,National Center for Atmospheric Research,1162,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78a6528e3a6.24760614.JPG
9,1,AR5 WGI,1,Chapter 1,9,RE,Wadhams,Peter,M,UK,UK,University of Cambridge,3154,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c6582c0787.85530678.JPG
10,1,AR5 WGI,2,Chapter 2,0,CLA,Hartmann,Dennis,M,USA,USA,University of Washington,3159,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7ddee9f56f8.68066551.JPG
11,1,AR5 WGI,2,Chapter 2,1,CLA,Klein Tank,Albert,M,Netherlands,Netherlands,Royal Netherlands Meteorological Institute (KNMI),1086,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6a184e76435.19535197.JPG
12,1,AR5 WGI,2,Chapter 2,2,CLA,Rusticucci,Matilde,F,Argentina,Argentina,Universidad de Buenos Aires,1288,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa69ffad4d4e6.50238110.JPG
13,1,AR5 WGI,2,Chapter 2,3,LA,Alexander,Lisa,F,Australia,Australia,University of New South Wales,821,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d66d0651b761.51217838.JPG
14,1,AR5 WGI,2,Chapter 2,4,LA,Broennimann,Stefan,M,Switzerland,Switzerland,University of Bern,3101,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b22caa77c6.81816745.JPG
15,1,AR5 WGI,2,Chapter 2,5,LA,Charabi,Yassine Abdul-rahman,M,Oman,Tunisia,Sultan Qaboos University,3092,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b205a0aeb4.21881719.JPG
16,1,AR5 WGI,2,Chapter 2,6,LA,Dentener,Frank,M,Italy,Netherlands,European Commission Joint Research Centre,925,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa1957660f9f8.08942276.JPG
17,1,AR5 WGI,2,Chapter 2,7,LA,Dlugokencky,Ed,M,USA,USA,National Oceanic and Atmospheric Administration (NOAA),934,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6783fab2f64.08385043.JPG
18,1,AR5 WGI,2,Chapter 2,8,LA,Easterling,David,M,USA,USA,NOAA/National Centers for Environmental Information,943,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC4ecd02a49620b7.26715759.JPG
19,1,AR5 WGI,2,Chapter 2,9,LA,Kaplan,Alexey,M,USA,USA,Columbia University,3113,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b2429f9e22.40194143.JPG
20,1,AR5 WGI,2,Chapter 2,10,LA,Soden,Brian,M,USA,USA,University of Miami,1326,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d797e7139da9.11017072.JPG
21,1,AR5 WGI,2,Chapter 2,11,LA,Thorne,Peter,M,Ireland,UK,Maynooth University,1369,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa24e1a03e7f0.37830231.JPG
22,1,AR5 WGI,2,Chapter 2,12,LA,Wild,Martin,M,Switzerland,Switzerland,"ETH Zurich, Institute for Atmospheric and Climate Science",1402,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79ddc392dd4.79907226.JPG
23,1,AR5 WGI,2,Chapter 2,13,LA,Zhai,Panmao,M,China,China,China Meteorological Administration,1424,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79eb25b94c8.30025429.JPG
24,1,AR5 WGI,2,Chapter 2,14,RE,Hurrell,James,M,USA,USA,National Center for Atmospheric Research (NCAR),1040,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d691eabe1e29.26720943.JPG
25,1,AR5 WGI,2,Chapter 2,15,RE,Marengo Orsini,Jose Antonio,M,Brazil,Peru,CEMADEN,1147,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa252162e2e50.90233850.JPG
26,1,AR5 WGI,2,Chapter 2,16,RE,Tangang,Fredolin,M,Malaysia,Malaysia,The National University of Malaysia,49,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa24e46b82805.37416744.JPG
27,1,AR5 WGI,2,Chapter 2,17,RE,Viterbo,Pedro,M,Portugal,Portugal,Instituto de Meteorologia,3153,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c68681de74.27200051.JPG
28,1,AR5 WGI,3,Chapter 3,0,CLA,Rhein,Monika,F,Germany,Germany,University Bremen,3162,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC599301c6760656.11734038.JPG
29,1,AR5 WGI,3,Chapter 3,1,CLA,Rintoul,Stephen,M,Australia,Australia,Commonwealth Scientific and Industrial Research Organisation (CSIRO),1273,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d794fdbf32a2.95830486.JPG
30,1,AR5 WGI,3,Chapter 3,2,LA,Aoki,Shigeru,M,Japan,Japan,Hokkaido University,3080,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b2de64b2f3.88037348.JPG
31,1,AR5 WGI,3,Chapter 3,3,LA,Campos,Edmo,M,Brazil,Brazil,University of Sao Paulo,3052,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b29fdedfa5.56149575.JPG
32,1,AR5 WGI,3,Chapter 3,4,LA,Chambers,Don,M,USA,USA,University of South Florida,889,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d67333e501f1.77572801.JPG
33,1,AR5 WGI,3,Chapter 3,5,LA,Feely,Richard,M,USA,USA,NOAA Pacific marine Environmental Laboratory,954,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa248e26235e4.41159938.JPG
34,1,AR5 WGI,3,Chapter 3,6,LA,Gulev,Sergey,M,Russia,Russia,"P.P. Shirshov Institute of Oceanology, Russian Academy of Sciences",1004,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa24bdd555e75.11318881.PNG
35,1,AR5 WGI,3,Chapter 3,7,LA,Johnson,Gregory,M,USA,USA,National Oceanic and Atmospheric Administration (NOAA),3114,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b326ed2993.58628496.JPG
36,1,AR5 WGI,3,Chapter 3,8,LA,Josey,Simon,M,UK,UK,National Oceanography Centre,1058,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d69b92d33691.52311900.JPG
37,1,AR5 WGI,3,Chapter 3,9,LA,Kostianoy,Andrey,M,Russia,Russia,P.P. Shirshov Institute of Oceanology,3093,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b2fe8e67c7.91999205.JPG
38,1,AR5 WGI,3,Chapter 3,10,LA,Mauritzen,Cecilie,F,Norway,Norway,Center for International Climate and Environmental Research Oslo (CICERO),1157,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78a1fbe5cd2.63133348.JPG
39,1,AR5 WGI,3,Chapter 3,11,LA,Roemmich,Dean,M,USA,USA,Scripps Institution of Oceanography,3115,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b348d724f0.68419519.JPG
40,1,AR5 WGI,3,Chapter 3,12,LA,Talley,Lynne D.,F,USA,USA,Scripps Institution of Oceanography,1357,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7998181a968.41016364.JPG
41,1,AR5 WGI,3,Chapter 3,13,LA,Wang,Fan,M,China,China,Chinese Academy of Sciences,3058,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b2c38612e3.49588143.JPG
42,1,AR5 WGI,3,Chapter 3,14,RE,Freeland,Howard,M,Canada,Canada,Institute of Ocean Sciences,3143,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c6bf2b8ca8.94710251.JPG
43,1,AR5 WGI,3,Chapter 3,15,RE,Garzoli,Silvia,F,USA,USA,National Oceanic and Atmospheric Administration (NOAA),3144,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c6d30c2246.40346301.JPG
44,1,AR5 WGI,3,Chapter 3,16,RE,Nojiri,Yukihiro,M,Japan,Japan,National Institute for Environmental Studies,1196,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78cbb4ddf42.08058799.JPG
45,1,AR5 WGI,4,Chapter 4,0,CLA,Comiso,Josefino C.,M,USA,USA,NASA Cryospheric Sciences Branch,911,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6769ce528b4.53374926.JPG
46,1,AR5 WGI,4,Chapter 4,1,CLA,Vaughan,David,M,UK,UK,British Antarctic Survey,1378,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79cd876f972.26910476.JPG
47,1,AR5 WGI,4,Chapter 4,2,LA,Allison,Ian,M,Australia,Australia,Antarctic Climate and Ecosystems Cooperative Research Centre,826,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d66de36ac027.42478607.JPG
48,1,AR5 WGI,4,Chapter 4,3,LA,Carrasco,Jorge,M,Chile,Chile,Direccion Meteorologica de Chile,884,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6727f716b09.23388721.JPG
49,1,AR5 WGI,4,Chapter 4,4,LA,Kaser,Georg,M,Austria,Italy,"University of Innsbruck, Austria",1067,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5992f581a30965.60599382.JPG
50,1,AR5 WGI,4,Chapter 4,5,LA,Kwok,Ronald,M,USA,USA,NASA Jet Propulsion Laboratory,1098,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6ab5f4ba820.37649993.JPG
51,1,AR5 WGI,4,Chapter 4,6,LA,Mote,Philip,M,USA,USA,Oregon State University,1181,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78b63480ce0.54036152.JPG
52,1,AR5 WGI,4,Chapter 4,7,LA,Murray,Tavi,F,UK,UK,Swansea University,3106,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b3aee6db38.02741313.JPG
53,1,AR5 WGI,4,Chapter 4,8,LA,Paul,Frank,M,Switzerland,Germany,University of Zurich,3102,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b3eb3a2a20.01338046.JPG
54,1,AR5 WGI,4,Chapter 4,9,LA,Ren,Jiawen,M,China,China,Chinese Academy of Sciences,1265,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7940d79cf14.62380954.JPG
55,1,AR5 WGI,4,Chapter 4,10,LA,Rignot,Eric,M,USA,USA,University of California Irvine,1269,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC599301ed33a531.60284154.JPG
56,1,AR5 WGI,4,Chapter 4,11,LA,Solomina,Olga,F,Russia,Russia,Russian Academy of Science,1329,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79833ab5ff9.31130380.JPG
57,1,AR5 WGI,4,Chapter 4,12,LA,Steffen,Konrad,M,Switzerland,Switzerland,Swiss Federal Research Institute WSL,3103,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC59930346ae83e3.20844833.JPG
58,1,AR5 WGI,4,Chapter 4,13,LA,Zhang,Tingjun,M,USA,China,Cooperative Institute for Research in Environmental Sciences (CIRES),1426,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79f04d58ce7.36995609.JPG
59,1,AR5 WGI,4,Chapter 4,14,RE,Bamber,Jonathan,M,UK,UK,University of Bristol,3140,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c702446d73.53406195.JPG
60,1,AR5 WGI,4,Chapter 4,15,RE,Huybrechts,Philippe,M,Belgium,Belgium,"Earth System Science & Departement Geografie, Vrije Universiteit Brussel",1041,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa24ce6c3a600.86340543.JPG
61,1,AR5 WGI,4,Chapter 4,16,RE,Lemke,Peter,M,Germany,Germany,Alfred Wegener Institute for Polar and Marine Research,1123,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6ad7f7f3ca4.29998233.JPG
62,1,AR5 WGI,5,Chapter 5,0,CLA,Masson-Delmotte,Valérie,F,France,France,Laboratoire des Sciences du Climat et de l'Environnement (LSCE),1152,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d789bcb2fc92.16022866.JPG
63,1,AR5 WGI,5,Chapter 5,1,CLA,Schulz,Michael,M,Germany,Germany,University of Bremen,1302,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d796d40cce93.73964539.JPG
64,1,AR5 WGI,5,Chapter 5,2,LA,Abe-Ouchi,Ayako,F,Japan,Japan,"Atmosphere and Ocean Research Institute, The University of Tokyo",3081,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5993ffe2a11388.89555417.JPEG
65,1,AR5 WGI,5,Chapter 5,3,LA,Beer,Juerg,M,Switzerland,Switzerland,Eawag,3104,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b4c27e00a6.55386601.JPG
66,1,AR5 WGI,5,Chapter 5,4,LA,Ganopolski,Andrey,M,Germany,Germany,Potsdam Institute for Climate Impact Research (PIK),979,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d68d5e94d299.43045434.JPG
67,1,AR5 WGI,5,Chapter 5,5,LA,González-Rouco,Jesus Fidel,M,Spain,Spain,Universidad Complutense de Madrid,993,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d68eabd90703.09574049.JPG
68,1,AR5 WGI,5,Chapter 5,6,LA,Jansen,Eystein,M,Norway,Norway,University of Bergen,1047,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d69a87f35d94.28998811.JPG
69,1,AR5 WGI,5,Chapter 5,7,LA,Lambeck,Kurt,M,Australia,Australia,The Australian National University,1103,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6ac03ade2b2.41865898.JPG
70,1,AR5 WGI,5,Chapter 5,8,LA,Luterbacher,Jürg,M,Germany,Switzerland,Justus-Liebig University Giessen,1137,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78934b60a65.72642725.JPG
71,1,AR5 WGI,5,Chapter 5,9,LA,Naish,Timothy,M,New Zealand,New Zealand,Victoria University of Wellington,3089,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b4ab12e0c7.07343613.JPG
72,1,AR5 WGI,5,Chapter 5,10,LA,Osborn,Timothy,M,UK,UK,University of East Anglia,1209,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa253af3fecb4.04505933.PNG
73,1,AR5 WGI,5,Chapter 5,11,LA,Otto-Bliesner,Bette,F,USA,USA,National Center for Atmospheric Research (NCAR),1211,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78d4e294846.38660446.JPG
74,1,AR5 WGI,5,Chapter 5,12,LA,Quinn,Terrence,M,USA,USA,The University of Texas at Austin,3116,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b4e20bb2f6.39711557.JPG
75,1,AR5 WGI,5,Chapter 5,13,LA,Ramesh,Rengaswamy,M,India,India,Physical Research Laboratory,1255,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d790afcf39c1.48150290.JPG
76,1,AR5 WGI,5,Chapter 5,14,LA,Rojas,Maisa,F,Chile,Chile,University of Chile,3057,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa25292bd1252.90421129.JPG
77,1,AR5 WGI,5,Chapter 5,15,LA,Shao,Xuemei,F,China,China,Chinese Academy of Sciences,3059,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b47078d571.15418044.JPG
78,1,AR5 WGI,5,Chapter 5,16,LA,Timmermann,Axel,M,USA,Germany,University of Hawaii,3117,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b4fc68edc7.25456420.JPG
79,1,AR5 WGI,5,Chapter 5,17,RE,Gupta,Anil,M,India,India,Wadia Institute of Himalayan Geology,3145,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c743d04741.88273172.JPG
80,1,AR5 WGI,5,Chapter 5,18,RE,Rahimzadeh,Fatemeh,F,Iran,Iran,Climatology Research Group Director of Atmospheric Science and Meteorological Research Center (ASMERC),43,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC4e954a99518405.32745308.GIF
81,1,AR5 WGI,5,Chapter 5,19,RE,Raynaud,Dominique,M,France,France,Laboratoire de Glaciologie et Geophysique de l`Environnement (LGGE),1261,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d793627d9b93.53052974.JPG
82,1,AR5 WGI,5,Chapter 5,20,RE,Wanner,Heinz,M,Switzerland,Switzerland,University of Bern,3155,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c72c5af578.25798907.JPG
83,1,AR5 WGI,6,Chapter 6,0,CLA,Ciais,Philippe,M,France,France,Laboratoire des Sciences du Climat et de l\'Environnement (LSCE),900,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6745b918217.10907376.JPG
84,1,AR5 WGI,6,Chapter 6,1,CLA,Sabine,Christopher,M,USA,USA,National Oceanic and Atmospheric Administration (NOAA),1289,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d795ffd001d2.08225042.JPG
85,1,AR5 WGI,6,Chapter 6,2,LA,Bala,Govindasamy,M,India,USA,Indian Institute of Science,3074,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b5c83ecba0.55612569.JPG
86,1,AR5 WGI,6,Chapter 6,3,LA,Bopp,Laurent,M,France,France,Centre National de la Recherche Scientifique / Ecole Normale Supérieure,3069,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa69de7979a67.91394154.JPG
87,1,AR5 WGI,6,Chapter 6,4,LA,Brovkin,Victor,M,Germany,Russia,Max Planck Institute for Meteorology,876,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6713f2971c9.21804801.JPG
88,1,AR5 WGI,6,Chapter 6,5,LA,Canadell,Josep,M,Australia,Australia,"Comonwealth Scientic and Industrial Organization (CSIRO), Oceans and Atmosphere",883,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa191df8416f6.97017767.JPG
89,1,AR5 WGI,6,Chapter 6,6,LA,Chhabra,Abha,F,India,India,Indian Space Research Organisation,3075,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b5e204f827.78297775.JPG
90,1,AR5 WGI,6,Chapter 6,7,LA,Defries,Ruth,F,USA,USA,Columbia University,3118,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b600bab400.11534359.JPG
91,1,AR5 WGI,6,Chapter 6,8,LA,Galloway,Jim,M,USA,USA,University of Virginia,3119,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b62550c075.59302689.JPG
92,1,AR5 WGI,6,Chapter 6,9,LA,Heimann,Martin,M,Germany,Switzerland,Max Planck Institute for Biogeochemistry,1023,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d690f0ebbe25.40720312.JPG
93,1,AR5 WGI,6,Chapter 6,10,LA,Jones,Christopher,M,UK,UK,Met Office Hadley Centre,1051,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa24ddc8fdb78.73243105.JPG
94,1,AR5 WGI,6,Chapter 6,11,LA,Le Quéré,Corrine,F,UK,France,University of East Anglia,1116,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d6acae88afa1.38687273.JPG
95,1,AR5 WGI,6,Chapter 6,12,LA,Myneni,Ranga,M,USA,USA,Boston University,3120,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b646cd3471.93800704.JPG
96,1,AR5 WGI,6,Chapter 6,13,LA,Piao,Shilong,M,China,China,"Department of Ecology, Peking University",3060,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa2534fd430e6.85172949.JPG
97,1,AR5 WGI,6,Chapter 6,14,LA,Thornton,Peter,M,USA,USA,Oak Ridge National Laboratory,3121,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b6686f8865.87535325.JPG
98,1,AR5 WGI,6,Chapter 6,15,RE,Heinze,Christoph,M,Norway,Germany,University of Bergen,1024,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d69141108a53.61291535.JPG
99,1,AR5 WGI,6,Chapter 6,16,RE,Tans,Pieter,M,USA,USA,National Oceanic and Atmospheric Administration (NOAA),3150,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c76e2fa583.76975794.JPG
100,1,AR5 WGI,6,Chapter 6,17,RE,Vesala,Timo,M,Finland,Finland,University of Helsinki,3152,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c78b290530.44224614.JPG
101,1,AR5 WGI,7,Chapter 7,0,CLA,Boucher,Olivier,M,France,France,Laboratoire de Meteorologie Dynamique (LMD),864,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d67015df6b35.31460427.JPG
102,1,AR5 WGI,7,Chapter 7,1,CLA,Randall,David A.,M,USA,USA,Colorado State University,1256,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d791102aca44.34225512.JPG
103,1,AR5 WGI,7,Chapter 7,2,LA,Artaxo Netto,Paulo Eduardo,M,Brazil,Brazil,University of São Paulo - Institute of Physics,4411,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d66ec6db4b64.27840671.JPG
104,1,AR5 WGI,7,Chapter 7,3,LA,Bretherton,Christopher,M,USA,USA,University of Washington,871,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d670dc8b6c48.83441364.JPG
105,1,AR5 WGI,7,Chapter 7,4,LA,Feingold,Graham,M,USA,USA,National Oceanic and Atmospheric Administration (NOAA),3122,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b76a67f816.20670210.JPG
106,1,AR5 WGI,7,Chapter 7,5,LA,Forster,Piers,M,UK,UK,University of Leeds,964,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d68c03e7a4a8.09010497.JPG
107,1,AR5 WGI,7,Chapter 7,6,LA,Kerminen,Veli-matti,M,Finland,Finland,Finnish Meteorological Institute,3068,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b6f7f25db6.31485740.JPG
108,1,AR5 WGI,7,Chapter 7,7,LA,Kondo,Yutaka,M,Japan,Japan,University of Tokyo,3082,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b750d8b193.61990505.JPG
109,1,AR5 WGI,7,Chapter 7,8,LA,Liao,Hong,F,China,China,Nanjing University of Information Science and Technology,3061,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa251d0c3ecb4.73040266.JPG
110,1,AR5 WGI,7,Chapter 7,9,LA,Lohmann,Ulrike,F,Switzerland,Germany,ETH Zurich,1132,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d788ce04f207.09257304.JPG
111,1,AR5 WGI,7,Chapter 7,10,LA,Rasch,Philip,M,USA,USA,Pacific Northwest National Laboratory,3123,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b78522f4a3.26852990.JPG
112,1,AR5 WGI,7,Chapter 7,11,LA,Satheesh,S. K.,M,India,India,Indian Institute of Science,3076,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b735755b89.22709972.JPG
113,1,AR5 WGI,7,Chapter 7,12,LA,Sherwood,Steven,M,Australia,USA,University of New South Wales,1314,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79793971e55.39217889.JPG
114,1,AR5 WGI,7,Chapter 7,13,LA,Stevens,Bjorn,M,Germany,USA,Max Planck Institute for Meteorology,3073,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b715207077.17289871.JPG
115,1,AR5 WGI,7,Chapter 7,14,LA,Zhang,Xiao-ye,M,China,China,China Meteorological Administration,1427,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d79f52c284f0.88991320.JPG
116,1,AR5 WGI,7,Chapter 7,15,RE,Fuzzi,Sandro,M,Italy,Italy,Institute of Atmospheric Sciences and Climate - National Research Council,977,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa24a41997db9.03049014.JPG
117,1,AR5 WGI,7,Chapter 7,16,RE,Penner,Joyce E.,F,USA,USA,University of Michigan,1224,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78e3925afe7.40752442.JPG
118,1,AR5 WGI,7,Chapter 7,17,RE,Ramaswamy,Venkatachalam,M,USA,USA,NOAA/ Geophysical Fluid Dynamics Laboratory,1254,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa252d3423392.74882698.JPG
119,1,AR5 WGI,7,Chapter 7,18,RE,Stubenrauch,Claudia,F,France,France,Laboratoire de Meteorologie Dynamique (LMD),3149,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7c7b08ba690.67462515.JPG
120,1,AR5 WGI,8,Chapter 8,0,CLA,Myhre,Gunnar,M,Norway,Norway,Center for International Climate and Environmental Research Oslo (CICERO),1187,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d78bbcf09f11.98027712.JPG
121,1,AR5 WGI,8,Chapter 8,1,CLA,Shindell,Drew,M,USA,USA,Duke University,3163,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7de3684ed73.39283526.JPG
122,1,AR5 WGI,8,Chapter 8,2,LA,Breon,Francois-marie,M,France,France,Laboratoire des Sciences du Climat et de l,3070,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b85b06f508.74743994.JPG
123,1,AR5 WGI,8,Chapter 8,3,LA,Collins,William,M,UK,UK,University of Reading,3107,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC5aa194fb29f352.93213878.JPG
124,1,AR5 WGI,8,Chapter 8,4,LA,Fuglestvedt,Jan,M,Norway,Norway,Center for International Climate and Environmental Research Oslo (CICERO),3091,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b89339b763.88325641.JPG
125,1,AR5 WGI,8,Chapter 8,5,LA,Huang,Jianping,M,China,China,Lanzhou University,3062,https://apps.ipcc.ch/apps/contact/doc/pictures/PIC52d7b8177c5e06.45227405.JPG
